Geo Point;Geo Shape;code_insee;commune;pole;existant;hierarchisation;type_reseau;type_amenagement;longueur_m;annee_creation;annee_refection;num_rev
43.56069866237879, 1.5438421002292828;"{""coordinates"": [[[1.544537359911597, 43.55774720855204], [1.544574294212503, 43.55829810531251], [1.544606952002361, 43.558386323453284], [1.544698503784138, 43.55854591206542], [1.544901465329483, 43.558840627877885], [1.544955849963577, 43.55895738141015], [1.54495696839747, 43.55906997644241], [1.544933474019602, 43.559173883884725], [1.544875428323706, 43.559332424917486], [1.544482903674119, 43.5600894068218], [1.544205435679682, 43.560606878422554], [1.544076293844943, 43.56082925666508], [1.543871840404221, 43.56113814990088], [1.543723293589682, 43.56135187497805], [1.543407640507019, 43.561804743455845], [1.543265766077031, 43.562004323049784], [1.543053876409184, 43.56228572526187], [1.542952198354725, 43.56239854502958], [1.542854966129945, 43.562469767186926], [1.542499505397883, 43.562685824467806], [1.542418166489764, 43.56273634347333], [1.542281381435142, 43.56284797067805], [1.542133182512943, 43.56303426091399], [1.542016896447169, 43.56316873686347], [1.54189967012919, 43.563276716088374]]], ""type"": ""MultiLineString""}";31506;Saint-Orens de Gameville;Est;non;2;RC;;689;0;0;
43.67780819203034, 1.4570470916359908;"{""coordinates"": [[[1.454246856134306, 43.674516076527055], [1.454441604622601, 43.674599613553326], [1.455826146645977, 43.675053433075], [1.456577956803221, 43.67517604737046], [1.458323610205281, 43.6756646737435], [1.458463584036159, 43.67585418484939], [1.4584466034207, 43.676116660996875], [1.45850142513862, 43.67640261130188], [1.458621208691053, 43.67698215270022], [1.458603849026302, 43.6772596355671], [1.458747828968164, 43.67810970689689], [1.458744035213361, 43.67825977134125], [1.458679156777701, 43.67837149446772], [1.458541157547348, 43.678512265627774], [1.458330985452088, 43.67864457115404], [1.457656529067398, 43.67873316048576], [1.457076444055842, 43.6787704643208], [1.456878115887877, 43.678842877707105], [1.456800993109388, 43.67902949404904], [1.456283740097038, 43.680261050863386], [1.456385707396538, 43.682769340361]]], ""type"": ""MultiLineString""}";31282;Launaguet;Nord;non;1;RC;;1265;0;0;REV 5 Nord
43.653757641470776, 1.3715887047810602;"{""coordinates"": [[[1.369089747827053, 43.65301362110304], [1.370762245765379, 43.65350012336697], [1.372543843431857, 43.65403855605234], [1.373634652819274, 43.65435605717987], [1.373637717221333, 43.65444851093401], [1.373890038298117, 43.65453241613402], [1.37400848797133, 43.654482020530786]]], ""type"": ""MultiLineString""}";31069;Blagnac;Ouest;oui;3;RC;piste cyclable;439;0;0;
43.574321817954605, 1.5645841704483114;"{""coordinates"": [[[1.564081439805011, 43.57172463131316], [1.564389316880135, 43.572132826422575], [1.564498348477122, 43.57232457096195], [1.564765808838962, 43.57267834844178], [1.565250564377704, 43.5734493021062], [1.56557677588707, 43.57396587207327], [1.565852725130425, 43.574353128658714], [1.565978823859333, 43.57450970290472], [1.56596375723194, 43.57465778411606], [1.565858300793667, 43.57480642859079], [1.565538381145743, 43.575008011775616], [1.564156572203562, 43.575329507459855], [1.56224141395255, 43.575861698767156]]], ""type"": ""MultiLineString""}";31445;Quint-Fonsegrives;Est;oui;4;RV;reseau vert;697;0;0;
43.61225917144963, 1.4871468594844084;"{""coordinates"": [[[1.485515470222962, 43.611755459598825], [1.485855725223638, 43.61181856787099], [1.486060496054241, 43.611887281038804], [1.486322798225006, 43.61203022339957], [1.486523643460552, 43.612098905933166], [1.486870157477747, 43.61218003457422], [1.487211346646868, 43.612270584445184], [1.487558577802944, 43.612393344921216], [1.488038155402777, 43.61254926564913], [1.488283076155878, 43.6126334129765], [1.48852738235531, 43.61266835813011], [1.488789427108591, 43.61273749466099]]], ""type"": ""MultiLineString""}";31044;Balma;Est;oui;2;RC;voie verte;287;0;0;
43.579502767152135, 1.3515836577374407;"{""coordinates"": [[[1.350632075988628, 43.58090656579076], [1.350848721806638, 43.580717092167355], [1.350997972526158, 43.58058498608528], [1.351234463966388, 43.580371324065254], [1.351268835642685, 43.58033850844807], [1.351353916802231, 43.58030897311473], [1.351507807484952, 43.58013243806542], [1.351591239266033, 43.58004517226669], [1.351648243288989, 43.57998133231111], [1.35164621886665, 43.579867776849554], [1.351724140450386, 43.57971991136149], [1.351807816901468, 43.57969603991603], [1.351874465597823, 43.579601058736905], [1.351937413180995, 43.579413324788696], [1.351983408272024, 43.579229227331986], [1.352003562399291, 43.579032605947674], [1.351985784889335, 43.57884795356512], [1.351977649673066, 43.57878827620834], [1.351940098959075, 43.578697120246815], [1.351885336488858, 43.57862473769186], [1.351792630400682, 43.5785643238892], [1.351706984355403, 43.57846991060164], [1.35167871488036, 43.57836937477129], [1.351719133447602, 43.578206989540995], [1.351698651379138, 43.57810651978422], [1.351907739722816, 43.57797588012463]]], ""type"": ""MultiLineString""}";31557;Tournefeuille;Sud;oui;3;RC;piste cyclable;379;0;0;
43.60999666214629, 1.4197591676496706;"{""coordinates"": [[[1.419214023312207, 43.61017043484566], [1.419566030741256, 43.610070184521696], [1.419890425095314, 43.60996258427708], [1.420293805751418, 43.60979307105228]]], ""type"": ""MultiLineString""}";31555;Toulouse;Centre;oui;3;RC;contre allee;97;1996;0;
43.53435018299415, 1.3509037178243093;"{""coordinates"": [[[1.349154271884326, 43.53548342254822], [1.349547286884913, 43.535309924166235], [1.349998151443772, 43.534782126587395], [1.350072929908301, 43.534821570378284], [1.350218599605756, 43.53474147296686], [1.350286201111801, 43.53466447861838], [1.351221769129345, 43.534080349442014], [1.352027888863855, 43.53369566687549], [1.352444187272431, 43.53352803864611], [1.352453450500355, 43.5334391821717], [1.352517305740758, 43.53343122385091], [1.352738305756763, 43.533357454024745]]], ""type"": ""MultiLineString""}";31157;Cugnaux;Sud;oui;3;RC;piste cyclable;389;0;0;
43.62137867497398, 1.2882376797172999;"{""coordinates"": [[[1.289428670532831, 43.62113851835062], [1.289401618453992, 43.621195983343526], [1.288520773065604, 43.62129474999906], [1.288397868692204, 43.62139674166898], [1.288084331083798, 43.62145155318327], [1.287799809660773, 43.6214858192392], [1.287464756475706, 43.62150447645161], [1.287163893393919, 43.621505473701134], [1.287002507540331, 43.621492711830875]]], ""type"": ""MultiLineString""}";31417;Pibrac;Ouest;oui;5;IC;itineraire conseille;207;0;0;
43.598443661828654, 1.339516194051734;"{""coordinates"": [[[1.338844198104628, 43.59465171428375], [1.338906667740454, 43.59473079429232], [1.339712989162656, 43.59649582759281], [1.339996879832893, 43.59711521055032], [1.339972091336181, 43.59719636032385], [1.340079249253069, 43.59724934193196], [1.340169788798955, 43.59736272978778], [1.340215723446712, 43.597497484732635], [1.34013432456089, 43.59761692877594], [1.340027579374539, 43.59769451943097], [1.339851884762813, 43.59769108127161], [1.339862309354144, 43.59776780878226], [1.339424124919027, 43.598593718199645], [1.33927503107877, 43.598868677296984], [1.339224605934683, 43.599082061133416], [1.339212192938123, 43.59927969646559], [1.339281118238828, 43.59951873122547], [1.33937216327429, 43.5997579594854], [1.339447519413582, 43.599920928280824], [1.339489017826494, 43.600010662584424], [1.33950875728526, 43.60023223489703], [1.33934804332528, 43.60096881051779], [1.339376367369741, 43.60145632328487], [1.339485166383818, 43.60180262361935], [1.339630491191212, 43.602222097409694], [1.33964908966545, 43.60243419681717]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;oui;5;IC;itineraire conseille;924;0;0;
43.632697348097714, 1.3077253803939455;"{""coordinates"": [[[1.307691899674954, 43.632712655821614], [1.307758861112937, 43.632682040373815]]], ""type"": ""MultiLineString""}";31150;Cornebarrieu;Ouest;oui;4;RV;reseau vert;6;0;0;
43.618042509141006, 1.318864266359277;"{""coordinates"": [[[1.320278662297882, 43.62055413725888], [1.320195775891684, 43.620311814152416], [1.320147266774333, 43.620152714878934], [1.320126164129295, 43.61999288304398], [1.320136785007212, 43.61976146647146], [1.320198303843245, 43.61947449818896], [1.320270375788682, 43.61921874018356], [1.320234481650372, 43.61918435649708], [1.320161896976491, 43.61916478188609], [1.320078558528867, 43.61916403377033], [1.320031854809145, 43.619153207491706], [1.319986082508768, 43.61901087458033], [1.320138723683083, 43.618918576387834], [1.320743448693153, 43.618203038671254], [1.320765374622876, 43.61813889881053], [1.320754702840826, 43.61807730315609], [1.320727925697132, 43.618043948672884], [1.320635325808487, 43.61797499447355], [1.319806087257827, 43.61764964859427], [1.31988453286359, 43.61755573952329], [1.319808601425411, 43.61750207372726], [1.319780104805712, 43.617461889881845], [1.319488103220278, 43.6173376598019], [1.318842554918997, 43.61710453228496], [1.318760841742619, 43.61708582148515], [1.318642537218546, 43.617073404245794], [1.318524057539548, 43.61707139310425], [1.318404006131604, 43.61708639903861], [1.317329995163885, 43.61729340647226], [1.31586891890158, 43.61759247679473], [1.315807693141984, 43.617593817574765], [1.315727187682408, 43.61757984497173], [1.315512061767864, 43.61751829860699], [1.315449657457461, 43.61751205986568], [1.315308345296114, 43.61747483140278]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;oui;3;RC;piste cyclable;809;2016;0;
43.647249969888556, 1.4889493092139152;"{""coordinates"": [[[1.486890120858538, 43.64712525943791], [1.48703609336393, 43.647029848572494], [1.487143235406728, 43.64691806255329], [1.487212392599206, 43.64681829263914], [1.48726672665106, 43.64675436434051], [1.487316422532347, 43.6467414912246], [1.48737343089058, 43.646763677957104], [1.487471096866385, 43.64685902181614], [1.487580951189579, 43.646922290141134], [1.487640551592286, 43.64694544324657], [1.487781310181517, 43.64694176693429], [1.487872712535724, 43.64692825951288], [1.487952287374479, 43.646921287796694], [1.488035226603104, 43.646953130339206], [1.488087349416192, 43.64704340251643], [1.488226959575013, 43.64712108442251], [1.488435108634291, 43.64714440315905], [1.488635682525577, 43.64714874150049], [1.488805995082017, 43.64717461513216], [1.488895802292708, 43.647180964543516], [1.488977129855797, 43.647142781262914], [1.489054946050006, 43.647076189984], [1.489136869128136, 43.646995436146256], [1.489215514841442, 43.64696290881286], [1.489338153951701, 43.646951527601146], [1.489504392441857, 43.6469887220829], [1.489657571280023, 43.64702865889534], [1.489809189838245, 43.64708655956339], [1.489903179067554, 43.64716484289942], [1.489926414162675, 43.64727287455442], [1.489926228316845, 43.64746966740401], [1.489957347468929, 43.64766385498368], [1.490006197121103, 43.6478023546429], [1.490101839068891, 43.64785699639342], [1.49022767623132, 43.64789578153805], [1.490401795344623, 43.647929251630856], [1.490549624019347, 43.647978607418764], [1.490651751930046, 43.648035191369715], [1.490768602160216, 43.64806444604579], [1.490906940528315, 43.64804844824172]]], ""type"": ""MultiLineString""}";31561;L'Union;Nord;oui;3;RC;voie verte;453;0;0;
43.60259672530769, 1.5061116169871809;"{""coordinates"": [[[1.507653203547123, 43.60185116156012], [1.507413577945546, 43.6019488763878], [1.507047750779344, 43.60211070229837], [1.506730371101973, 43.60226438837543], [1.506374261936176, 43.60243948638817], [1.506179033628874, 43.60253046615547], [1.505904461743755, 43.60265986604462], [1.505705183857133, 43.60275225464199], [1.50541359343296, 43.602919419200475], [1.505184603890806, 43.60307570409165], [1.505053431653005, 43.603177736863515], [1.504836311052971, 43.603341478985556], [1.504648648967058, 43.603478884966286]]], ""type"": ""MultiLineString""}";31044;Balma;Est;oui;3;RC;bande cyclable;304;0;0;
43.643272140643624, 1.479837002218075;"{""coordinates"": [[[1.476964651346754, 43.642405025191145], [1.47705969938041, 43.642439959152085], [1.477210607601205, 43.642507519498], [1.477452098444051, 43.64262456318904], [1.477716376249197, 43.64275195445999], [1.477916881750482, 43.64284836493203], [1.478180839823837, 43.642989146103936], [1.478418810171893, 43.64306260517421], [1.478703448775203, 43.64313671174801], [1.47886643459121, 43.64322563778492], [1.479019180892348, 43.64330166749085], [1.479245353379392, 43.64339397682995], [1.479506727079387, 43.64348100327016], [1.479761103595717, 43.643571770259626], [1.479952312334872, 43.64365596142409], [1.48012627976021, 43.64372716247397], [1.480338008945748, 43.64383459429171], [1.480540082865899, 43.64390616575607], [1.480725296520022, 43.643949437717325], [1.480949911951507, 43.64396259792753], [1.481049119956716, 43.64393071882416], [1.481146015581198, 43.64385031291513], [1.481190727560836, 43.64374880127584], [1.481175573766273, 43.643684301770584], [1.481253059146531, 43.64347184047632], [1.481664419461685, 43.64324503593218], [1.482024919184932, 43.6430808493846], [1.482217188057549, 43.64296306415858], [1.482325037327521, 43.64290862276104], [1.482443865983327, 43.64288869730744], [1.482579371432948, 43.64291195955388]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;non;2;RC;voie verte;560;0;0;
43.635897281348115, 1.4801371216592114;"{""coordinates"": [[[1.478890470854405, 43.63531885703923], [1.479296958900285, 43.63549601989073], [1.479640254875888, 43.63562918335508], [1.47994032515985, 43.63577904743861], [1.480437709968025, 43.63602286819282], [1.480814926333508, 43.63619722116613], [1.480983370558115, 43.636267412614856], [1.481100402721267, 43.63636594263158], [1.481169463439999, 43.63641534606755], [1.481000248237431, 43.63659065376967]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;non;2;RC;voie verte;245;0;0;
43.5872652416657, 1.361863860756149;"{""coordinates"": [[[1.36160651458992, 43.587759676377736], [1.361661844011031, 43.587681036544716], [1.361751303001301, 43.5874626781067], [1.361902639495747, 43.58716991724849], [1.362053865954814, 43.58691582966953], [1.362140156956585, 43.58677992557093]]], ""type"": ""MultiLineString""}";31557;Tournefeuille;Sud;oui;1;RC;piste cyclable;117;2004;0;
43.57620767135032, 1.3077532817378053;"{""coordinates"": [[[1.308094300150483, 43.576464576668684], [1.307839357058304, 43.576269738718885], [1.307410130751814, 43.57595360838594]]], ""type"": ""MultiLineString""}";31557;Tournefeuille;Sud;oui;5;IC;itineraire conseille;79;0;0;
43.69439883578186, 1.4335674557450049;"{""coordinates"": [[[1.432597896025876, 43.69470003979897], [1.432672963168789, 43.6946795303697], [1.43282265892607, 43.69472793556527], [1.433020297747022, 43.694654613608144], [1.43324633220716, 43.69468372123761], [1.433543871217366, 43.69449591896355], [1.43373530805631, 43.69433944081468], [1.433941383954914, 43.69418440267012], [1.434081791283958, 43.694057829862864], [1.434157158054013, 43.69403623068564], [1.434239445699828, 43.69403643985004], [1.434284422590985, 43.69403342752387], [1.434342838600126, 43.693997948239236], [1.434490929770184, 43.69390594057205]]], ""type"": ""MultiLineString""}";31116;Castelginest;Nord;oui;3;RC;voie verte;191;0;0;
43.57585428069458, 1.3195270414427276;"{""coordinates"": [[[1.318803501041463, 43.576813548220095], [1.318841159456789, 43.57674197919172], [1.318840734670596, 43.57668993743232], [1.318859308126205, 43.57666928902446], [1.318901170536994, 43.576656419301656], [1.3189733314601, 43.57662206163246], [1.31919539784848, 43.57634399777189], [1.319384644894295, 43.57608267105266], [1.319452344696952, 43.57600474897208], [1.319519668444636, 43.57594858630091], [1.319546886728158, 43.57587881517261], [1.319636135823016, 43.57575756494137], [1.31964372297918, 43.57569424048781], [1.319724808957452, 43.575594677794754], [1.31976313417712, 43.57556001481274], [1.319805211410402, 43.575533901327205], [1.320028824022895, 43.57524165930347], [1.320081285044268, 43.57521752965617], [1.320055454392867, 43.57512930754609], [1.320021596555736, 43.57505425668675], [1.319993835145219, 43.575002915742864], [1.319951682266518, 43.574956176560285], [1.320014476970904, 43.57486023324026]]], ""type"": ""MultiLineString""}";31557;Tournefeuille;Sud;oui;3;RC;piste cyclable;252;0;0;
43.67859873617946, 1.450360582759696;"{""coordinates"": [[[1.448615123388557, 43.67972572022342], [1.448682657687506, 43.67969222846029], [1.448764895693419, 43.679684357424705], [1.448832433302128, 43.67970191645637], [1.448872400262122, 43.67973155944151], [1.44967006632145, 43.67921554200129], [1.450800083286231, 43.67826405785888], [1.451679226604755, 43.67752537764183], [1.451791859616395, 43.67740231349037], [1.451848732813386, 43.67734693724727], [1.451932434326552, 43.67732866816165], [1.452018387523906, 43.67733406861847], [1.452044418946016, 43.67733711021518]]], ""type"": ""MultiLineString""}";31282;Launaguet;Nord;oui;5;IC;itineraire conseille;398;0;0;
43.684690753856636, 1.3997069601829362;"{""coordinates"": [[[1.399581017778994, 43.68567083896624], [1.399583824786602, 43.68556392484674], [1.399627359991561, 43.68542288669404], [1.399686817134166, 43.68528206865147], [1.399656752913132, 43.6851353893837], [1.399664026731631, 43.6850851300262], [1.399762334146081, 43.68496562606749], [1.399798500808031, 43.684947421362786], [1.399857753662744, 43.68490225022751], [1.399895212741238, 43.684831026188505], [1.399904333243245, 43.68476758796161], [1.399912097615137, 43.68469863066114], [1.399882404639606, 43.6845680434302], [1.399615785194902, 43.68402622922655], [1.399443767745907, 43.683732443189605]]], ""type"": ""MultiLineString""}";31182;Fenouillet;Nord;oui;2;RC;piste cyclable;230;2006;0;
43.60906602151801, 1.2842633998051023;"{""coordinates"": [[[1.284039286451584, 43.607866336490524], [1.284021117237426, 43.60789960713162], [1.283957017292601, 43.607949718739], [1.283942709578002, 43.60799767243018], [1.283945512502012, 43.60806014395885], [1.28399939887789, 43.608179860159105], [1.284067437288571, 43.60830916897996], [1.284115344481776, 43.6084723530666], [1.284159517060759, 43.608626039688836], [1.284216750674862, 43.608777008678445], [1.284277815233191, 43.60893274648173], [1.284288052746628, 43.60909084841058], [1.284298583151388, 43.60923192163192], [1.284308590190553, 43.60932946819203], [1.284345643503866, 43.60944335086674], [1.2843201088314, 43.60956232743029], [1.284290858910571, 43.60967639100667], [1.284318275857198, 43.60981133012711], [1.284331086503582, 43.609873496391714], [1.284367961161437, 43.60989369286387], [1.284410749391082, 43.60991420395145], [1.284473332392482, 43.60991944317325], [1.284537497850695, 43.609930977098834], [1.284597247303241, 43.609951512941926], [1.284642283748441, 43.60998681626784], [1.284689340418533, 43.610005786311916], [1.284751467849946, 43.61001577742878], [1.284768240377926, 43.61008555925215]]], ""type"": ""MultiLineString""}";31417;Pibrac;Ouest;oui;3;RC;piste cyclable;277;2005;0;
43.57287469826359, 1.3412392488862932;"{""coordinates"": [[[1.334344724376963, 43.569604481681786], [1.335104254359826, 43.56993951777641], [1.336242580658026, 43.57050023891604], [1.337204256306976, 43.57096477641154], [1.33881151437082, 43.57173397865169], [1.338987782683407, 43.57185379983171], [1.339423032483906, 43.57205159571166], [1.339571710222752, 43.57210967341545], [1.341441534582292, 43.57297860298891], [1.343622227495191, 43.57401675029194], [1.345138436703251, 43.57471410131967], [1.347393897951608, 43.575802974691506], [1.347536865131977, 43.57581368550097], [1.347679198846194, 43.57578465303569], [1.347788239280291, 43.57580168972976], [1.347882393953897, 43.57585265866133], [1.347933118239447, 43.575933523644935], [1.347948552356049, 43.57602259494894], [1.347978885491609, 43.576076790611744], [1.348031550575151, 43.57611888013452]]], ""type"": ""MultiLineString""}";31557;Tournefeuille;Sud;oui;2;RC;piste cyclable;1332;0;0;
43.63673131432103, 1.5367965779654749;"{""coordinates"": [[[1.540122687556854, 43.6362526725269], [1.539998055912944, 43.63627511859733], [1.539781892898907, 43.63631350386254], [1.539372764431129, 43.63639459547377], [1.538836999865225, 43.63650049070282], [1.538421797075533, 43.63656961411472], [1.537906657747724, 43.636613287799726], [1.537279791513042, 43.636730913318175], [1.536596133500627, 43.63690679302055], [1.536192635844265, 43.63697963220921], [1.535878472695232, 43.63699538637014], [1.535488082781734, 43.63697391957692], [1.535002216368952, 43.63696174935262], [1.534527669904963, 43.636892161300125], [1.534022915322411, 43.63684127818507], [1.533709254789978, 43.63682013334357], [1.533450907195156, 43.63682136061348]]], ""type"": ""MultiLineString""}";31389;Montrabé;Est;oui;4;RV;reseau vert;549;0;0;
43.52528300431586, 1.3422386988617574;"{""coordinates"": [[[1.343197236516442, 43.52550055517545], [1.342827323051352, 43.52514628610633], [1.342801505216682, 43.52513565228261], [1.342738104301237, 43.525116171123145], [1.34227521662609, 43.5251158880874], [1.342223950507421, 43.525070967919916], [1.342157032177995, 43.52510727852433], [1.341245693977894, 43.525645185760666]]], ""type"": ""MultiLineString""}";31588;Villeneuve-Tolosane;Sud;oui;2;RC;piste cyclable;203;2007;2015;
43.56413698040826, 1.348778736369223;"{""coordinates"": [[[1.349402263391772, 43.564905832036], [1.34923004315053, 43.56469807242312], [1.348157807311529, 43.56336600657977]]], ""type"": ""MultiLineString""}";31557;Tournefeuille;Sud;oui;1;RC;reseau vert;198;0;0;REV 14 Sud
43.65155571945945, 1.4366022185747864;"{""coordinates"": [[[1.438111703104265, 43.65153141561748], [1.436208304243298, 43.651413549780784], [1.436146842374108, 43.65141569147183], [1.435504470064806, 43.65172012441251], [1.435418728266923, 43.652137115614046]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;3;RC;piste cyclable;267;2004;0;
43.65379313657423, 1.436079279421065;"{""coordinates"": [[[1.437755464643511, 43.65458357067592], [1.437657402230119, 43.654617533243766], [1.436963798412194, 43.654548447472166], [1.435936488122862, 43.65450888562487], [1.43580050997297, 43.654452929591905], [1.435755384593294, 43.65433525126265], [1.435943891217156, 43.653327230823194], [1.435924141370312, 43.65325516764469], [1.435828348189778, 43.65321277565007], [1.43536494130891, 43.65318070888456], [1.435284947445735, 43.65312803533999], [1.435232885738675, 43.653038684667564], [1.435414473473176, 43.65214300312863]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;3;RC;piste cyclable;462;2005;0;
43.656460558378, 1.4338357695710688;"{""coordinates"": [[[1.434752326559244, 43.65733406986234], [1.434954479556471, 43.656546606553285], [1.434924126773548, 43.65652100241669], [1.433816692711662, 43.656385129266695], [1.433468441257287, 43.65634176974945], [1.433403062924032, 43.65632675644308], [1.432139953236032, 43.6560640929786]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;3;RC;piste cyclable;323;2006;0;
43.63710730978676, 1.4646022662173692;"{""coordinates"": [[[1.465289733488162, 43.63854110685386], [1.464608204722713, 43.63717447072671], [1.463956128255611, 43.63565436214981]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;1;RC;couloir bus;339;2003;0;REV 8 Nord
43.615878025284964, 1.4529402306006542;"{""coordinates"": [[[1.453421165594229, 43.61627820296764], [1.452459295607079, 43.615477847602286]]], ""type"": ""MultiLineString""}";31555;Toulouse;Centre;oui;1;RC;bande cyclable;118;1995;2018;REV 8 Nord
43.614712537517654, 1.463297191005274;"{""coordinates"": [[[1.461437314066945, 43.61426462669688], [1.461660376251557, 43.6144145805997], [1.461961959713948, 43.614506916205684], [1.462231850169532, 43.6145303797389], [1.46259110579299, 43.61452804400148], [1.463040322658805, 43.61452788076656], [1.463425153052557, 43.61457274287641], [1.46371248664105, 43.61462734678525], [1.463926137491369, 43.614711883045274], [1.464326996477092, 43.61488108564418], [1.464692232981812, 43.61519517526641], [1.464959228896588, 43.61555013498096]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;1;RC;bande cyclable;341;2002;0;REV 6 Est
43.612975253055666, 1.4595081962323713;"{""coordinates"": [[[1.457579078397797, 43.61168587941445], [1.461437314066945, 43.61426462669688]]], ""type"": ""MultiLineString""}";31555;Toulouse;Centre;oui;1;RC;bande cyclable;423;1992;0;REV 6 Est
43.65931976418298, 1.5097131582772816;"{""coordinates"": [[[1.509942146864711, 43.65930971651508], [1.509484169689852, 43.65932981185089]]], ""type"": ""MultiLineString""}";31488;Saint-Jean;Nord;oui;3;RC;voie verte;37;0;0;
43.595615759770254, 1.4069469079288117;"{""coordinates"": [[[1.409778911781275, 43.59591973588994], [1.409293780753226, 43.595870467594], [1.408745668203465, 43.595764961492705], [1.40846602094421, 43.59570148237119], [1.406610617211292, 43.595504062829406], [1.404098982766028, 43.595521705961886]]], ""type"": ""MultiLineString""}";31555;Toulouse;Ouest;oui;3;RC;trottoir;462;2005;0;
43.605152276171104, 1.4050205649932508;"{""coordinates"": [[[1.405502261775524, 43.60584362405248], [1.405119284088944, 43.60564036667463], [1.404939259449626, 43.6054750685018], [1.404904383644289, 43.60539833132897], [1.40478112611367, 43.604830059231226], [1.404795081732644, 43.60476962228332], [1.404835689719206, 43.604681985902346], [1.405277456178908, 43.604448060448846]]], ""type"": ""MultiLineString""}";31555;Toulouse;Ouest;oui;3;RC;voie verte;196;1998;0;
43.61297713088273, 1.4522209154052514;"{""coordinates"": [[[1.451802079557625, 43.61366749771551], [1.451946917377509, 43.61338384453749], [1.452664802401399, 43.61230140342985]]], ""type"": ""MultiLineString""}";31555;Toulouse;Centre;oui;3;RC;bande cyclable;167;2005;2019;
43.592930838062735, 1.4126491503527685;"{""coordinates"": [[[1.414044122914777, 43.59307074298611], [1.413863517560966, 43.59304940252487], [1.41256367354923, 43.592926210929015], [1.411488296836052, 43.59280819671055], [1.411375241826219, 43.592804660385546], [1.411253732373108, 43.59281091762579]]], ""type"": ""MultiLineString""}";31555;Toulouse;Sud;oui;2;RC;piste cyclable;227;1993;0;
43.59207126041511, 1.4223592240367167;"{""coordinates"": [[[1.419292115450741, 43.593961116467455], [1.419364969370147, 43.59396360007625], [1.419734696214138, 43.59396186280726], [1.419836521517051, 43.593942819530255], [1.419958070312875, 43.593911635062426], [1.420269464595075, 43.59389334073541], [1.420721875313169, 43.59384780294163], [1.420860400279746, 43.593812971260384], [1.421026959358658, 43.593732003274795], [1.421186203906001, 43.59370396123484], [1.421508153767945, 43.5935911364535], [1.421805687732438, 43.59345824405772], [1.422126076905543, 43.59327822915368], [1.422427395511128, 43.593067784124955], [1.422735625244423, 43.59283090068775], [1.422875599331513, 43.59270051842776], [1.422946367104208, 43.592584715433844], [1.423277926162231, 43.59218434072317], [1.423461992852844, 43.59180831945637], [1.423584364729964, 43.591467754144475], [1.423641661142637, 43.59112477064943], [1.423658800625547, 43.59085526095998], [1.423591804580312, 43.59046870087855], [1.4235302829412, 43.589980001720555], [1.423336487256357, 43.58887015711667], [1.423317243289109, 43.58881969156004], [1.423271729684695, 43.58860810200627]]], ""type"": ""MultiLineString""}";31555;Toulouse;Sud;oui;2;RC;voie verte;805;1994;0;
43.59719389547653, 1.4559068293429482;"{""coordinates"": [[[1.455950575038321, 43.597694788600116], [1.455963051214056, 43.59767314078322], [1.45598397673611, 43.59763674296385], [1.455985634603709, 43.59726019693637], [1.455977266647832, 43.59720904183883], [1.45590794233606, 43.59714321959646], [1.45591596404325, 43.59706897636815], [1.4558839866048, 43.597020280370856], [1.455822501068453, 43.59688844233941], [1.455672712772073, 43.59674622943144]]], ""type"": ""MultiLineString""}";31555;Toulouse;Centre;oui;3;RC;bande cyclable;113;1998;2018;
43.613910844314326, 1.4513837795663223;"{""coordinates"": [[[1.45096547957502, 43.61415419091314], [1.451802079557625, 43.61366749771551]]], ""type"": ""MultiLineString""}";31555;Toulouse;Centre;oui;3;RC;couloir bus;86;2005;2019;
43.59613557374893, 1.3931222558554763;"{""coordinates"": [[[1.39276333818558, 43.598913693719034], [1.392993600638485, 43.59851256029798], [1.392888587904083, 43.59766016495403], [1.393094390311362, 43.59641582175534], [1.39317544981547, 43.59565202078543], [1.393257155567682, 43.59476428239789], [1.393334387670295, 43.59416034603546], [1.393441146801857, 43.59341662786515], [1.393405125046004, 43.59330752293362]]], ""type"": ""MultiLineString""}";31555;Toulouse;Ouest;oui;2;RC;piste cyclable;630;1997;0;
43.628467457873235, 1.450748866242663;"{""coordinates"": [[[1.449345024617316, 43.629244694758356], [1.45215270786801, 43.627690220988114]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;2;RC;bande cyclable;285;2000;0;
43.62217531331671, 1.4559692011055274;"{""coordinates"": [[[1.454250943262853, 43.62329559428521], [1.454348612979284, 43.623051188427034], [1.45458681609587, 43.622795697550195], [1.454885367748872, 43.6225983894702], [1.456396097056117, 43.62198191052787], [1.456785630320587, 43.62180770567313], [1.4572174465178, 43.62157010260036], [1.457903673481032, 43.62131145730089]]], ""type"": ""MultiLineString""}";31555;Toulouse;Centre;oui;2;RC;bande cyclable;377;1998;0;
